group_name;external_id;discipline;term;pair_kind;hours;department_name;education_form;faculty;direction;course;specialization;kind_of_sport
С2-08А-25;000012428;История России;Второй семестр;Практические занятия;22;Кафедра истории цивилизации, физической культуры, спорта и олимпийского образования;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;История России;Второй семестр;Практические занятия;22;Кафедра истории цивилизации, физической культуры, спорта и олимпийского образования;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;История физической культуры и спорта;Второй семестр;Лекции;6;Кафедра истории цивилизации, физической культуры, спорта и олимпийского образования;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;История физической культуры и спорта;Второй семестр;Лекции;6;Кафедра истории цивилизации, физической культуры, спорта и олимпийского образования;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;История физической культуры и спорта;Второй семестр;Практические занятия;26;Кафедра истории цивилизации, физической культуры, спорта и олимпийского образования;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;История физической культуры и спорта;Второй семестр;Практические занятия;26;Кафедра истории цивилизации, физической культуры, спорта и олимпийского образования;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Мини-футбол;Второй семестр;Лекции;2;Кафедра теории и методики футбола;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Мини-футбол;Второй семестр;Лекции;2;Кафедра теории и методики футбола;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Мини-футбол;Второй семестр;Практические занятия;18;Кафедра теории и методики футбола;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Мини-футбол;Второй семестр;Практические занятия;18;Кафедра теории и методики футбола;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Настольный теннис;Второй семестр;Лекции;2;Кафедра теории и методики тенниса, настольного тенниса и бадминтона;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Настольный теннис;Второй семестр;Лекции;2;Кафедра теории и методики тенниса, настольного тенниса и бадминтона;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Настольный теннис;Второй семестр;Практические занятия;18;Кафедра теории и методики тенниса, настольного тенниса и бадминтона;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Настольный теннис;Второй семестр;Практические занятия;18;Кафедра теории и методики тенниса, настольного тенниса и бадминтона;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Педагогика;Второй семестр;Лекции;10;Кафедра педагогики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Педагогика;Второй семестр;Лекции;10;Кафедра педагогики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Педагогика;Второй семестр;Практические занятия;22;Кафедра педагогики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Педагогика;Второй семестр;Практические занятия;22;Кафедра педагогики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Профессионально-спортивное совершенствование;Второй семестр;Практические занятия;36;Кафедра теории и методики восточных боевых искусств;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Профессионально-спортивное совершенствование;Второй семестр;Практические занятия;36;Кафедра теории и методики восточных боевых искусств;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Скандинавская ходьба;Второй семестр;Лекции;2;Кафедра теории и методики лыжных видов спорта;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Скандинавская ходьба;Второй семестр;Лекции;2;Кафедра теории и методики лыжных видов спорта;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Скандинавская ходьба;Второй семестр;Практические занятия;18;Кафедра теории и методики лыжных видов спорта;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Скандинавская ходьба;Второй семестр;Практические занятия;18;Кафедра теории и методики лыжных видов спорта;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Социальная адаптация инвалидов и лиц с ограниченными возможностями здоровья;Второй семестр;Лекции;12;Кафедра теории и методики адаптивной физической культуры;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Социальная адаптация инвалидов и лиц с ограниченными возможностями здоровья;Второй семестр;Лекции;12;Кафедра теории и методики адаптивной физической культуры;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Социальная адаптация инвалидов и лиц с ограниченными возможностями здоровья;Второй семестр;Практические занятия;24;Кафедра теории и методики адаптивной физической культуры;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Социальная адаптация инвалидов и лиц с ограниченными возможностями здоровья;Второй семестр;Практические занятия;24;Кафедра теории и методики адаптивной физической культуры;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Спортивная йога;Второй семестр;Лекции;2;Кафедра теории и методики гимнастики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Спортивная йога;Второй семестр;Лекции;2;Кафедра теории и методики гимнастики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Спортивная йога;Второй семестр;Практические занятия;18;Кафедра теории и методики гимнастики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Спортивная йога;Второй семестр;Практические занятия;18;Кафедра теории и методики гимнастики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Теория и методика тхэквондо;Второй семестр;Лекции;10;Кафедра теории и методики восточных боевых искусств;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Теория и методика тхэквондо;Второй семестр;Лекции;10;Кафедра теории и методики восточных боевых искусств;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Теория и методика тхэквондо;Второй семестр;Практические занятия;100;Кафедра теории и методики восточных боевых искусств;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Теория и методика тхэквондо;Второй семестр;Практические занятия;100;Кафедра теории и методики восточных боевых искусств;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Тяжелоатлетические виды спорта;Второй семестр;Лекции;2;Кафедра теории и методики тяжелоатлетических видов спорта им. А.С. Медведева;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Тяжелоатлетические виды спорта;Второй семестр;Лекции;2;Кафедра теории и методики тяжелоатлетических видов спорта им. А.С. Медведева;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012428;Тяжелоатлетические виды спорта;Второй семестр;Практические занятия;46;Кафедра теории и методики тяжелоатлетических видов спорта им. А.С. Медведева;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ВТФ
С2-08А-25;000012428;Тяжелоатлетические виды спорта;Второй семестр;Практические занятия;46;Кафедра теории и методики тяжелоатлетических видов спорта им. А.С. Медведева;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка в тхэквондо. Педагогическая деятельность в области физической культуры и спорта;Тхэквондо ИТФ
С2-08А-25;000012433;Анатомия человека;Второй семестр;Лекции;16;Кафедра анатомии и биологической антропологии;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Каратэдо
С2-08А-25;000012433;Анатомия человека;Второй семестр;Лекции;16;Кафедра анатомии и биологической антропологии;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Киокусинкай
С2-08А-25;000012433;Анатомия человека;Второй семестр;Лекции;16;Кафедра анатомии и биологической антропологии;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Ушу
С2-08А-25;000012433;Анатомия человека;Второй семестр;Практические занятия;48;Кафедра анатомии и биологической антропологии;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Каратэдо
С2-08А-25;000012433;Анатомия человека;Второй семестр;Практические занятия;48;Кафедра анатомии и биологической антропологии;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Киокусинкай
С2-08А-25;000012433;Анатомия человека;Второй семестр;Практические занятия;48;Кафедра анатомии и биологической антропологии;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Ушу
С2-08А-25;000012433;Баскетбол;Второй семестр;Лекции;2;Кафедра теории и методики баскетбола;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Каратэдо
С2-08А-25;000012433;Баскетбол;Второй семестр;Лекции;2;Кафедра теории и методики баскетбола;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Киокусинкай
С2-08А-25;000012433;Баскетбол;Второй семестр;Лекции;2;Кафедра теории и методики баскетбола;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Ушу
С2-08А-25;000012433;Баскетбол;Второй семестр;Практические занятия;46;Кафедра теории и методики баскетбола;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Каратэдо
С2-08А-25;000012433;Баскетбол;Второй семестр;Практические занятия;46;Кафедра теории и методики баскетбола;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Киокусинкай
С2-08А-25;000012433;Баскетбол;Второй семестр;Практические занятия;46;Кафедра теории и методики баскетбола;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Ушу
С2-08А-25;000012433;Безопасность жизнедеятельности;Второй семестр;Лекции;10;Кафедра спортивной медицины;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Каратэдо
С2-08А-25;000012433;Безопасность жизнедеятельности;Второй семестр;Лекции;10;Кафедра спортивной медицины;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Киокусинкай
С2-08А-25;000012433;Безопасность жизнедеятельности;Второй семестр;Лекции;10;Кафедра спортивной медицины;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Ушу
С2-08А-25;000012433;Безопасность жизнедеятельности;Второй семестр;Практические занятия;22;Кафедра спортивной медицины;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Каратэдо
С2-08А-25;000012433;Безопасность жизнедеятельности;Второй семестр;Практические занятия;22;Кафедра спортивной медицины;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Киокусинкай
С2-08А-25;000012433;Безопасность жизнедеятельности;Второй семестр;Практические занятия;22;Кафедра спортивной медицины;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Ушу
С2-08А-25;000012433;Велосипедный спорт;Второй семестр;Лекции;2;Кафедра теории и методики велосипедного спорта, триатлона и гольфа;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Каратэдо
С2-08А-25;000012433;Велосипедный спорт;Второй семестр;Лекции;2;Кафедра теории и методики велосипедного спорта, триатлона и гольфа;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Киокусинкай
С2-08А-25;000012433;Велосипедный спорт;Второй семестр;Лекции;2;Кафедра теории и методики велосипедного спорта, триатлона и гольфа;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Ушу
С2-08А-25;000012433;Велосипедный спорт;Второй семестр;Практические занятия;18;Кафедра теории и методики велосипедного спорта, триатлона и гольфа;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Каратэдо
С2-08А-25;000012433;Велосипедный спорт;Второй семестр;Практические занятия;18;Кафедра теории и методики велосипедного спорта, триатлона и гольфа;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Киокусинкай
С2-08А-25;000012433;Велосипедный спорт;Второй семестр;Практические занятия;18;Кафедра теории и методики велосипедного спорта, триатлона и гольфа;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Ушу
С2-08А-25;000012433;Воркаут;Второй семестр;Лекции;2;Кафедра теории и методики гимнастики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Каратэдо
С2-08А-25;000012433;Воркаут;Второй семестр;Лекции;2;Кафедра теории и методики гимнастики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Киокусинкай
С2-08А-25;000012433;Воркаут;Второй семестр;Лекции;2;Кафедра теории и методики гимнастики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Ушу
С2-08А-25;000012433;Воркаут;Второй семестр;Практические занятия;18;Кафедра теории и методики гимнастики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Каратэдо
С2-08А-25;000012433;Воркаут;Второй семестр;Практические занятия;18;Кафедра теории и методики гимнастики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Киокусинкай
С2-08А-25;000012433;Воркаут;Второй семестр;Практические занятия;18;Кафедра теории и методики гимнастики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Ушу
С2-08А-25;000012433;Гимнастика;Второй семестр;Практические занятия;34;Кафедра теории и методики гимнастики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Каратэдо
С2-08А-25;000012433;Гимнастика;Второй семестр;Практические занятия;34;Кафедра теории и методики гимнастики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Киокусинкай
С2-08А-25;000012433;Гимнастика;Второй семестр;Практические занятия;34;Кафедра теории и методики гимнастики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Ушу
С2-08А-25;000012433;Иностранный язык;Второй семестр;Практические занятия;32;Кафедра иностранных языков и лингвистики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Каратэдо
С2-08А-25;000012433;Иностранный язык;Второй семестр;Практические занятия;32;Кафедра иностранных языков и лингвистики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Киокусинкай
С2-08А-25;000012433;Иностранный язык;Второй семестр;Практические занятия;32;Кафедра иностранных языков и лингвистики;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Ушу
С2-08А-25;000012433;История России;Второй семестр;Лекции;22;Кафедра истории цивилизации, физической культуры, спорта и олимпийского образования;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Каратэдо
С2-08А-25;000012433;История России;Второй семестр;Лекции;22;Кафедра истории цивилизации, физической культуры, спорта и олимпийского образования;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Киокусинкай
С2-08А-25;000012433;История России;Второй семестр;Лекции;22;Кафедра истории цивилизации, физической культуры, спорта и олимпийского образования;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Ушу
С2-08А-25;000012433;История России;Второй семестр;Практические занятия;22;Кафедра истории цивилизации, физической культуры, спорта и олимпийского образования;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Каратэдо
С2-08А-25;000012433;История России;Второй семестр;Практические занятия;22;Кафедра истории цивилизации, физической культуры, спорта и олимпийского образования;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Киокусинкай
С2-08А-25;000012433;История России;Второй семестр;Практические занятия;22;Кафедра истории цивилизации, физической культуры, спорта и олимпийского образования;Очная;Тренерский факультет (2 отделение);Спорт;1;Спортивная подготовка по видам спорта «каратэдо», «киокусинкай», «ушу». Педагогическая деятельность в области физической культуры и спорта;Ушу
